peak_id	target_group	log2FoldChange_vs_all_rest	padj_vs_all_rest	mean_log2normcount_all_rest	mean_log2normcount_Basal	mean_log2normcount_Her2	mean_log2normcount_LumA	mean_log2normcount_LumB
chr8:86242935-86243436	LumB	2.82891987331786	1.56494437266391e-22	2.49348996273021	2.37347297353738	3.78156889885246	4.39292927755728	4.84705181081486
chr12:88424238-88424739	LumB	2.82859958508527	8.45533783238673e-23	2.5906718994828	1.9322668148616	4.65256583765322	4.33165383809647	5.15106458809653
chr8:86243600-86244101	LumB	2.80915221580619	1.25266044208089e-25	2.77320664375868	2.76397759898525	4.11067747680866	4.31932701694769	5.05986794482126
chr1:30432224-30432725	LumB	2.79390954983868	3.6076636365012e-16	1.6006765048657	1.12228072360214	3.44254122136226	3.84498771183448	4.10216716644423
chr16:1573099-1573600	LumB	2.77856730777422	1.44827273854127e-16	3.65093719878018	3.72683945011082	6.30939717542087	6.18545439851166	6.54713456895829
chr8:40596951-40597452	LumB	2.77847637353443	2.97487259259448e-23	2.87979576527855	2.6581599849259	3.44778753467241	4.65957822604458	4.76810106506351
chr11:78155731-78156232	LumB	2.7774895250058	9.38295799942713e-16	3.38353229301342	2.95084613678885	5.64754685873603	5.90757309685101	6.22471298459874
chr4:108299990-108300491	LumB	2.7741342584349	5.30292704905744e-23	2.53989806195792	1.52658084127748	4.0517646273203	4.53331259620523	4.83247967192353
chr19:40941764-40942265	LumB	2.76740764623409	3.78822085678585e-19	3.20798723900452	2.91794027075485	3.95732906244986	5.05289459406913	5.73177694678785
chr9:37797721-37798222	LumB	2.76192716930165	7.31924486082513e-23	3.04148436102001	3.58039999401171	4.31882503288661	5.44747433955656	5.73031487485889
chr3:89694584-89695085	LumB	2.75719731052379	7.01518572785997e-23	2.61029263848682	2.13719911891934	3.96707726487291	4.50763386814163	5.00741393032437
chr7:94476855-94477356	LumB	2.75027502543377	5.40511795458291e-17	3.09115082245379	2.90349612297594	5.46945750424883	5.7385993324337	5.99142779988276
chr20:44765027-44765528	LumB	2.74944440560335	1.70201926732655e-44	3.10058836393618	2.36620321466833	3.63293916290929	4.41836450223968	5.54970543477678
chr2:100329180-100329681	LumB	2.74535112857842	8.52518187320989e-25	2.03033958433119	1.51912901869107	2.47637356932827	3.9937500426252	4.12201894554438
chr17:61723086-61723587	LumB	2.73660962217563	1.14583877782291e-18	2.51380557194881	2.58754151132664	5.12806115542642	4.11667001966777	5.06599468577668
chr8:66525847-66526348	LumB	2.73258608553743	1.14759532243077e-18	4.02714160377922	6.12294086825506	6.29238027484155	6.33931452011364	7.01010666970565
chr6:131843289-131843790	LumB	2.72117180680852	2.51170518562546e-29	2.80365234960632	2.2753910486365	4.43876575330401	3.96713573979922	4.4747274431627
chr15:71072349-71072850	LumB	2.71868638898941	1.26311435951709e-18	2.74118001472444	2.6582344214038	4.92420052832071	4.16067968738596	5.41200227122477
chr17:63752656-63753157	LumB	2.71808413758196	3.85770714230936e-21	3.58412925758029	3.04359278079563	5.636999416196	5.47597220741905	6.26454601464752
chr8:114614501-114615002	LumB	2.70863324417187	1.68775194926528e-15	3.2703247009814	3.2685304815476	7.11363992381761	4.94222322733711	5.61534367403003
chr8:116927930-116928431	LumB	2.70692427273033	1.7154880455947e-13	3.60272756246201	5.83113502554672	7.63383433211517	5.94553120201179	6.62912789130597
chr11:118057637-118058138	LumB	2.70532868406678	1.23142314017476e-24	3.36900435401297	2.69092300247434	5.04368612528461	5.50229157193127	5.80192556890171
chr20:54060524-54061025	LumB	2.70049397301311	7.68566503809463e-24	3.74138426351298	2.94262374230521	4.0785183212103	4.52425221955015	5.00981896670363
chr22:26118265-26118766	LumB	2.69502265596702	6.79801767128987e-18	2.51397068317953	1.93877271993474	3.55218304850276	4.35938959158937	4.1912933177637
chr12:60910509-60911010	LumB	2.69278515061767	9.19360246648027e-20	2.49082055912778	1.83607200841888	4.41333022360941	4.27453946056675	4.85731162755906
chr10:8910919-8911420	LumB	2.69201812898974	5.35844036757656e-15	2.87073650026291	4.41848789377657	6.15326426854452	5.67772379162176	6.06224980364044
chr10:9186865-9187366	LumB	2.69184286058693	1.77712790604526e-17	2.55684047712927	2.35346593083637	5.35409705203138	4.55171063056786	5.30846921979287
chr1:224304718-224305219	LumB	2.68272077686287	2.5411969914659e-12	3.13868827779946	3.11416293397441	6.64202519435906	6.1278949546965	6.43842365898768
chr8:136986506-136987007	LumB	2.67972048969821	1.06057164173243e-23	2.69265977121643	2.53067963241109	4.45841644617688	4.41365752876624	4.85888944193819
chr2:175536702-175537203	LumB	2.67458884248367	2.20705444148487e-18	2.95956521953887	2.47037762266348	4.8143092411354	5.2909792646276	5.38596913220257
chr21:19802686-19803187	LumB	2.67188990051939	9.97941257914338e-26	2.43295047851167	1.96426836728525	3.43235113435608	4.37953442667687	4.69963512417021
chr10:19341990-19342491	LumB	2.67166058629732	2.62096581602856e-17	2.80762249670272	2.37172628848554	4.21584278243778	5.54940960486627	5.25769941165959
chr8:116175103-116175604	LumB	2.66852623815917	7.22521439496543e-15	3.17451238929742	5.3124653010785	5.88992387521135	5.53360857030918	5.81684913318014
chr8:124738266-124738767	LumB	2.65840836631649	6.36524489938693e-20	3.49754597200577	3.44334804336317	5.98594779388167	5.00210422130681	5.7963140776706
chr2:131563945-131564446	LumB	2.64962710044632	3.26282909478311e-30	2.80096746009553	2.3288024746838	3.66798347472583	4.11712420105051	5.14567258949236
chr1:191163622-191164123	LumB	2.64576611860187	6.25432723471601e-19	2.61315412163767	2.76329274069587	4.75039513079422	4.80720837600173	5.18471109369667
chr19:28042434-28042935	LumB	2.64512994773329	1.02297785395008e-23	2.76170773705725	2.44797073155692	2.952502805267	3.78335439610697	3.92714451978978
chr11:69514551-69515052	LumB	2.6341456222495	1.191004037745e-31	3.11354796227367	3.23389597263952	4.01964582447904	4.92150282610365	5.41538830960943
chr20:45696528-45697029	LumB	2.62708766322252	1.46344406053891e-18	2.00741256829947	1.39362892802933	3.87127486498258	4.03812973425318	4.43615888600094
chr6:132946476-132946977	LumB	2.62527687733954	1.66436525181499e-20	2.45799043887023	2.3402721635048	3.72917726370095	4.11250703471634	4.02290724020279
chr21:30443127-30443628	LumB	2.61454984489092	2.8640498093529e-20	2.79410708367111	2.3505811540368	2.28100978767539	3.85403273454972	4.3825226850963
chr5:98924044-98924545	LumB	2.61427801277075	1.29438750890554e-35	3.60885852922181	3.03913274971152	3.99897332385946	5.61733678707541	5.88928728500696
chr8:88186018-88186519	LumB	2.60600536646963	1.23474893389827e-21	2.6751188391857	2.42718760393435	3.58032949634202	4.6542468267825	4.87553365730109
chr1:11605560-11606061	LumB	2.60544607001519	2.73514205312659e-19	2.41029777178066	2.7594207027234	4.03948978214525	4.11560540750641	4.45735844525244
chr2:131666333-131666834	LumB	2.60529809364617	1.1164589174983e-32	2.78155506296606	2.33155740851496	3.59679410624011	3.86371016910474	4.89702459576212
chr5:2568982-2569483	LumB	2.60416868613754	1.55374093493632e-27	2.8963924273146	2.3910384966696	3.23999603213955	4.55142522575306	4.58880343727988
chr4:115796102-115796603	LumB	2.59294072820846	2.7994344605468e-17	2.12526112189924	1.59469762720545	3.91102174074471	4.27848723832386	4.48243185952951
chr10:127329011-127329512	LumB	2.5910153697948	5.42511829193384e-20	3.37498300801171	3.30674632049082	3.44967769002223	5.1345821277807	5.47025204637715
chr10:37197044-37197545	LumB	2.59060481617274	4.96575536613995e-09	2.21584889701964	1.85540047141915	5.59755697638685	5.50331989849719	5.4688143434502
chr17:66968931-66969432	LumB	2.58027458449622	4.07365840518248e-13	3.72125756868616	3.23785602327821	5.35109274563859	5.30430300798789	6.20340029608024
chr6:131825250-131825751	LumB	2.57518274278499	8.21535616921237e-22	2.84510193934627	2.35826246359439	5.01112609758539	4.74983951969903	4.9854560169273
chr8:87068252-87068753	LumB	2.56396340520132	9.65699788835595e-17	2.70079532249896	2.07007087268642	3.31181091879565	4.56199808855427	4.68338466865786
chr2:131571196-131571697	LumB	2.56053180814249	3.789650487694e-28	2.19104513267609	1.85318911706072	3.03410560169584	2.98932700064235	4.13781926372061
chr1:232688381-232688882	LumB	2.55923240827512	1.01248778871985e-16	2.88022049375577	2.62507117966737	4.4187612314353	5.25547981496207	5.53896916987497
chr16:15854015-15854516	LumB	2.55514618236144	3.89436936201622e-31	2.79317534291408	3.0706653400035	3.36697323541161	4.44348726688051	4.47682540082823
chr9:80749438-80749939	LumB	2.55494729546293	4.23444373426388e-16	2.15294688805143	1.67228014719247	4.19590127208236	4.0523695808022	4.70676359322697
chr17:47521356-47521857	LumB	2.55182599409008	8.86348541786339e-17	2.53708793252089	1.97835319040676	4.22493498375726	4.66572165214782	4.74645135868886
chr8:98690679-98691180	LumB	2.54974264665517	8.30152661975934e-18	3.64402935139158	3.58273895666265	6.89845723652615	5.67896393260513	6.37185666110123
chr2:65327032-65327533	LumB	2.54660758479953	7.55586981270748e-26	3.47669340239242	3.68758955782819	5.93276055114812	5.57115206186061	6.02863949302731
chr3:83567770-83568271	LumB	2.54549675718168	1.1990736807231e-15	2.64445582375377	2.20700841119587	3.22936248883697	5.25247991076069	4.74299137038271
chr8:57578373-57578874	LumB	2.54129197978689	2.0027388761735e-16	3.36947188945534	3.2699193079385	5.99363983439983	5.33934594929896	5.99777710851543
chr5:37433693-37434194	LumB	2.53437428073139	2.24601129921031e-28	3.00842343813227	2.48921321219881	3.86806881685846	4.44298802711557	4.83475467554198
chr7:135520658-135521159	LumB	2.53424521518204	1.65253990670667e-19	3.08694411925752	3.27217544183763	6.20192294979552	4.64927234382783	5.38932817122277
chr6:80736095-80736596	LumB	2.52868372890141	1.00999971413748e-09	2.46121621703364	2.11096573003267	5.17627636198574	4.3793089094408	5.08471378037489
chr2:131546595-131547096	LumB	2.52020874898211	5.5243142225961e-25	2.48998600449237	2.19940085856972	3.47505559496178	4.13744164713257	4.75723552192355
chr1:116706060-116706561	LumB	2.51119759385518	4.38846673764284e-16	3.01165927996128	3.1720185028345	5.46918613338286	5.14508886655688	5.56627482671084
chr9:82073601-82074102	LumB	2.51010284597915	4.99253494956193e-14	2.6167140925398	2.06563653992183	4.16967473135546	5.00430330596177	5.09601107118245
chr8:94556691-94557192	LumB	2.50388582723456	3.82075578017311e-21	3.1483808094259	3.02893245669014	4.53299679642065	4.75918307473756	5.24368034165388
chr14:83253018-83253519	LumB	2.50015410309214	1.60988012037076e-27	2.2219171717146	1.89047727900122	1.81234163408858	3.22658485979376	3.66645296582703
chr4:130700404-130700905	LumB	2.49751484376182	2.30418771601285e-30	2.61297799676505	2.26176448550113	3.18911735332964	3.64170678474855	4.54953006002686
chr1:217809076-217809577	LumB	2.49717689715278	1.06773835706521e-25	2.78724711388604	2.4586581906899	3.82092244581641	4.46011754748345	4.76888388355948
chr8:67708003-67708504	LumB	2.49532187154407	2.36259626062065e-19	2.67646554022372	2.16270654244391	4.80597193967474	4.63631455333451	4.96303479514074
chr6:107177578-107178079	LumB	2.49035188483156	1.29557041273432e-16	2.48318905436979	2.24800081083896	4.6324566962417	2.75930858619283	3.62391753193586
chr8:126311251-126311752	LumB	2.48924577247802	2.18065620099024e-18	2.88952548199445	2.78155745871553	4.95284957728104	5.12221109303428	5.30632047665646
chr4:6660283-6660784	LumB	2.48498050534847	8.91328412150649e-16	3.27824843425589	2.77898518786497	4.7647874730665	4.76600716072366	5.42111178304501
chr2:211833246-211833747	LumB	2.48422419646005	3.80835095304044e-16	2.87672605827882	2.18469280555166	5.69357418099793	5.07891359864239	5.11045379105229
chr8:99978528-99979029	LumB	2.48008908580075	1.20164216102149e-18	2.44085134751927	2.32969138542611	3.80578451307504	4.04081528660796	4.38493496116911
chr2:236510416-236510917	LumB	2.47817031439102	4.09772453510168e-25	3.10167119679375	2.38028489073559	4.55979872278312	5.06518466587291	5.3186841712011
chr5:59403167-59403668	LumB	2.4755633932536	5.08253127758375e-21	3.06744494772633	2.09110302700493	4.42875453105458	4.91703770080845	5.28111164918598
chr2:163369068-163369569	LumB	2.47532008579038	7.46535657375743e-15	3.12751238787178	2.80157212314497	5.5972381573579	5.00934163435035	5.668424414553
chr8:116114252-116114753	LumB	2.4680009210591	2.34190763675246e-15	2.8524153380891	3.53969719184118	5.35178455432123	5.11776821566478	5.3305337322117
chr7:16884372-16884873	LumB	2.46612147622258	4.3526918335202e-17	2.81125116250789	2.4141259582578	4.28259364886148	5.19614408841391	5.31010961763717
chr10:73676230-73676731	LumB	2.46145917443223	2.18437086174891e-07	1.69758558094749	0.993968070303787	4.66654377088101	4.20338114759223	4.78827832749924
chr6:17388775-17389276	LumB	2.4611752246275	7.40497176487268e-23	2.87367550801804	3.4329685453542	4.43787186944642	4.94099504927512	5.45167258106292
chr11:40615291-40615792	LumB	2.45714404675448	5.86846115977998e-22	2.19660933810082	2.09123173024019	2.56892713987757	3.76585206564093	4.12377148801837
chr10:9178479-9178980	LumB	2.45571467140123	3.75229275431036e-18	2.47131388755257	2.24210491154089	4.19396681967261	4.37424297970266	4.68944057372701
chr2:142253494-142253995	LumB	2.45519061356432	8.75291343701223e-21	2.5516016734353	2.22749410574435	2.26840598464894	4.17587754515597	4.38349141011672
chr16:13708253-13708754	LumB	2.4536220989778	7.20631173038435e-17	2.91932586313847	3.53920173464566	4.2639062460094	3.4072423039404	4.19102997326974
chr6:145187499-145188000	LumB	2.45103055326314	3.60784136903675e-14	3.25310872812813	3.11047846476609	6.49152499136336	5.3451583440745	5.92614876775335
chr5:66532166-66532667	LumB	2.44492421446894	1.28316470744313e-19	2.27165726638441	1.76451931289254	2.57538320403216	3.63323052014811	4.15050690960009
chr5:105301929-105302430	LumB	2.43782822705789	1.5079258970873e-22	2.26415831400572	1.90532085949381	2.42126872345721	3.59624032991057	3.8980357566688
chr8:80403193-80403694	LumB	2.435619216269	1.00403034858627e-20	2.82928138336098	2.60118655985237	4.13218342709635	4.63964729612954	4.98345427936862
chr14:105673403-105673904	LumB	2.43499416469462	5.26835632977195e-28	2.83162995615004	2.60542269783625	3.8013716687577	4.31013708173921	4.4954362161052
chr6:131170421-131170922	LumB	2.43428942310397	9.95756269648157e-20	2.93218921369532	2.93716932441209	4.39603993109282	4.45836411990301	4.9085677928582
chr8:76119623-76120124	LumB	2.43205550121729	2.9705942492735e-18	2.35236497195452	1.90050197963603	3.07263643555812	3.25404128461205	3.86565522422239
chr8:86200349-86200850	LumB	2.43198243091334	1.57218382964606e-19	2.59314586745026	2.53774263653466	3.61587186667285	4.71867806951368	4.95636982173073
chr9:126617668-126618169	LumB	2.42917149184549	5.58922561615213e-18	3.11756426984017	3.66098051119113	5.02878506547794	5.57367024854048	5.81630365663429
chr12:107764134-107764635	LumB	2.42462217703845	7.76125568117638e-16	3.60170740159278	3.13923377689584	7.16878319427405	5.8976684677577	6.33552529602154
chr3:97200581-97201082	LumB	2.4216380844146	4.3088420804323e-14	2.74903201136675	2.90462368747216	5.34284313728281	5.40756603202646	5.48260958861836
chr2:131571824-131572325	LumB	2.41397631240241	9.09906364215705e-29	2.43144101267359	1.86483591318925	2.94188557931193	3.35248667510843	4.42720229117322
chr8:121878678-121879179	LumB	2.41284499547124	2.55788576499223e-21	2.0199558957989	1.97749953350539	2.48797731863494	3.31392528739212	3.6618547911182
chr8:95696149-95696650	LumB	2.40946693306306	1.08991804221052e-21	2.78369146629208	2.92105697861517	4.09592966224222	4.62289029143108	4.62551027837317
chr13:71682875-71683376	LumB	2.40935338451517	4.67141212674271e-14	2.62545783777326	1.92722391350939	5.14989236918964	4.58973910434463	4.98444655881874
chr8:115520437-115520938	LumB	2.40446892346856	1.35160793407584e-22	3.11352253989491	4.30845490609231	4.6893622239367	5.0408277239518	5.10533487366341
chr3:79995898-79996399	LumB	2.40337566195644	1.89175773924043e-18	2.84726538967434	2.01595950472767	3.81258601947805	4.68585650773857	4.82811177218443
chr5:14519519-14520020	LumB	2.40193667610445	1.46696547533564e-13	2.65410826938247	2.2987770491797	4.8946268466074	4.8313538448729	5.16793468593082
chr10:8950888-8951389	LumB	2.40187920875804	6.87113187904635e-13	2.97073789018596	2.94048404641762	5.76746883673666	5.55168592451688	5.87334747105611
chr4:97117134-97117635	LumB	2.4012872288563	2.18481583433381e-13	2.08291064354252	1.66142131448153	4.01533703927933	3.83394958984827	4.37372373217414
chr3:21855499-21856000	LumB	2.3967206534251	6.46031499304607e-17	2.59716747568032	2.05488058898085	3.23376706290622	4.35316987620723	4.26089203013385
chr2:197842742-197843243	LumB	2.39624896680635	8.09898955415143e-18	3.2094303303384	3.10722369101245	5.30747635840884	5.51125795680578	5.67697400428055
chr5:77861531-77862032	LumB	2.39417554601459	2.19812751682158e-28	2.98263497186929	2.6607720150662	3.32843165545496	4.13366844359232	4.77621449796053
chr3:139923379-139923880	LumB	2.39043810392771	2.95762551807816e-22	2.65329667646607	2.52545059440041	3.85954489801288	4.29801878647689	4.78982104952672
chr1:30345388-30345889	LumB	2.38979870453921	7.48548694504964e-13	2.78750691332042	2.09723615302342	5.19875715106643	4.64354478099781	5.03677783197107
chr8:116172508-116173009	LumB	2.38691848507983	3.136073499119e-12	3.09371481829783	4.8905831862838	6.01261584237885	5.50422511301248	5.77019276581585
chr1:224312023-224312524	LumB	2.38661696695036	7.5683295105698e-17	2.77573639571156	2.60795278000952	4.57497835274021	3.94694850013741	4.82969575805074
chr22:25933071-25933572	LumB	2.37927720297985	4.67772283042686e-18	2.50961239719121	2.48985878353427	3.68537527353276	4.10052842687241	4.16104428238207
chr1:20887882-20888383	LumB	2.37164856627492	1.19308005517857e-17	2.3782649965158	1.84645746133424	3.66444087440613	4.34982941628993	4.57091494917249
chr3:187780447-187780948	LumB	2.3707329155313	9.13821993963614e-16	2.68355617123975	2.90202634005023	4.454973484018	4.48586124610214	5.12117694046225
chr10:116141185-116141686	LumB	2.36343684707916	3.54110186903759e-19	2.90431584345063	2.80557631197681	4.423342099415	4.43168946528428	5.29889931525591
chr9:95282147-95282648	LumB	2.36253561785975	3.1351319558534e-16	3.4504642200094	2.67324410800805	4.73754129607204	5.05150210376974	5.65493877246762
chr8:86543798-86544299	LumB	2.36163970033452	6.58043590347616e-20	3.05176739058817	3.19231228717642	4.25624322831667	4.87938555264291	4.96821381524936
chr12:107765337-107765838	LumB	2.36097157174875	3.02755791600341e-12	3.26072074049148	2.62157913294419	6.8258334659492	5.61494073773009	6.1272811412239
chr1:184855574-184856075	LumB	2.35934093801343	7.45808417737047e-16	3.07088397922734	3.05795459742273	4.81924298304106	5.58690342585953	5.49532783673531
chr1:223476253-223476754	LumB	2.35681335459925	3.17817525340508e-18	2.92390838118817	2.94696269731092	4.2316302892928	4.96807337915393	4.87830290847901
chr10:25280070-25280571	LumB	2.35603795724334	6.45030518710849e-18	2.40921049109478	1.97965008566135	3.47962332911127	4.4877534529209	4.69342994645607
chr17:38266560-38267061	LumB	2.35355800384082	1.28255449510952e-26	2.69667354501246	2.30262164804632	3.26132677520059	4.10781042574293	4.4325609152299
chr4:96785612-96786113	LumB	2.35051066913329	7.81070902368624e-16	2.47987826234061	1.94900064793493	4.70468549618632	4.61429376764874	5.00896740270429
chr1:91958955-91959456	LumB	2.35012966893954	5.62286765372087e-17	2.84121135955885	2.6404398357054	5.03244668204242	4.36549724555414	5.06357900639394
chr6:78512324-78512825	LumB	2.34806497402143	1.70067417242353e-16	2.57697258033205	2.34789168698241	3.8618012083917	4.16670286585513	4.71525555017243
chr14:43673120-43673621	LumB	2.34803178731105	5.63658016600566e-15	2.92190307048419	2.68318999096217	4.47700249414921	4.93416988296867	5.10656222584176
chr16:11293248-11293749	LumB	2.34756105908739	1.20068476254508e-20	3.49720002800291	3.73127092799529	5.72754724739209	5.36868160639256	5.76897085854415
chr6:51286557-51287058	LumB	2.34659230925683	2.63416086213348e-15	2.68809679106069	2.23858019816166	3.94289959403757	4.82317428046704	5.0583467345483
chr19:40932933-40933434	LumB	2.34504961650601	3.37627148540214e-15	2.88391640371016	2.60501938678047	2.8956847582406	3.55505586114975	4.62408234906868
chr5:35201227-35201728	LumB	2.34368779559382	1.20389831861349e-17	3.12886905125433	4.43549293729535	5.66403608982039	5.38492570530103	5.63985540377015
chr20:57986148-57986649	LumB	2.34302025861693	3.96349790301767e-14	3.03816418653416	3.04951764244568	5.89284830404871	4.93888793462461	4.9957679045303
chr1:211187427-211187928	LumB	2.34047794529245	1.8133927641419e-14	2.31699787829139	2.10777301912658	2.85692938398503	3.82081527240539	4.2850490820546
chr8:128139691-128140192	LumB	2.34036772295365	1.16504914349765e-18	3.54042910436113	3.67323882565124	4.62509426891102	5.28847591591648	5.69536901014216
chr6:136364040-136364541	LumB	2.33766911533065	1.01462897608888e-16	3.54923521824924	3.56407230745332	5.0139216256055	5.43381325833886	5.80584793781638
chr9:38436305-38436806	LumB	2.33560920466456	4.89819528986713e-15	3.78970989434105	3.51113067651272	6.1529893539334	6.43115990852782	6.03434488149878
chr2:131670679-131671180	LumB	2.33432071148071	1.24809640662837e-34	3.31519116863374	2.97140063259843	4.13923567172764	4.2065412377241	5.23865513619498
chr14:43589233-43589734	LumB	2.33242672295953	1.08472862881205e-12	2.57591383402709	1.88042082625157	3.9059250603711	5.11637764309218	5.08637253523419
chr8:39244784-39245285	LumB	2.33207504028611	3.95161720623127e-12	2.71030971255565	2.30908588933309	4.17243834507262	4.50397220494137	4.74714369135862
chr8:115686838-115687339	LumB	2.33134128848656	2.65335850312556e-16	2.94297248571285	3.39535670061053	5.11022919347319	4.87185988671085	5.17037912232671
chr2:210928010-210928511	LumB	2.33051844201775	3.24292354796795e-24	2.76280937386304	2.22953237483221	2.95336790975038	3.96212609957089	4.50431406555277
chr21:30777567-30778068	LumB	2.32961994665294	2.04780020942817e-18	2.31635814793036	2.09408059301817	2.72099186099859	3.32660920723143	3.3730211758131
chr8:96362965-96363466	LumB	2.3293615610238	9.0617454144351e-20	3.31301943935147	3.82358283736724	4.80979956432504	5.04482191707539	5.18576119564149
chr6:120141609-120142110	LumB	2.32786952244249	1.30255510176378e-21	3.19863363940925	3.10408661684548	3.34703323261803	4.43031372493117	4.96220678100785
chr16:15475321-15475822	LumB	2.32652306835129	1.38455437236046e-17	3.30483075507561	2.99743419761711	5.35806406290202	5.55227360762367	5.57703726514148
chr1:163766958-163767459	LumB	2.32607529955183	1.91997532395041e-13	3.21236327015076	3.08813311319637	5.6053275198012	5.62660164048051	5.7253500905024
chr8:112627713-112628214	LumB	2.3227748641186	1.40167475613359e-23	3.06596715683414	3.26017054636704	4.12667955169566	4.1029841238568	4.60776500585735
